Problem Number	Title	Slug	Difficulty	"Tags"
2062	Count Vowel Substrings of a String	count-vowel-substrings-of-a-string	Easy	"String, Counting, Sliding Window"
2059	Minimum Operations to Convert Number	minimum-operations-to-convert-number	Medium	"Math, Dynamic Programming, Greedy"
2058	Find the Minimum and Maximum Number of Nodes Between Critical Points	find-the-minimum-and-maximum-number-of-nodes-between-critical-points	Medium	"Linked List, Two Pointers"
2068	Check Whether Two Strings are Almost Equivalent	check-whether-two-strings-are-almost-equivalent	Easy	"String, Hash Table, Counting"
2048	Next Greater Numerically Balanced Number	next-greater-numerically-balanced-number	Medium	"Math, Enumeration, Simulation"
2042	Check if Numbers Are Ascending in a Sentence	check-if-numbers-are-ascending-in-a-sentence	Easy	"String, Simulation"
2056	Number of Valid Move Combinations On Chessboard	number-of-valid-move-combinations-on-chessboard	Hard	"Backtracking, Simulation, Enumeration"
2053	Kth Distinct String in an Array	kth-distinct-string-in-an-array	Easy	"String, Hash Table, Enumeration"
2032	Two Out of Three	two-out-of-three	Easy	"Array, Hash Table"
2029	Stone Game IX	stone-game-ix	Medium	"Game Theory, Dynamic Programming"
2027	Minimum Moves to Convert String	minimum-moves-to-convert-string	Easy	"String, Greedy"
2040	Kth Smallest Product of Two Sorted Arrays	kth-smallest-product-of-two-sorted-arrays	Hard	"Array, Binary Search, Sorting, Two Pointers"
2019	The Score of Students Solving Math Expression	the-score-of-students-solving-math-expression	Hard	"Math, Dynamic Programming, Simulation"
2015	Average Height of Buildings in Each Segment	average-height-of-buildings-in-each-segment	Medium	"Array, Simulation"
1999	Smallest Greater Multiple Made of Two Digits	smallest-greater-multiple-made-of-two-digits	Medium	"Design, Hash Table, Simulation"
2014	Longest Subsequence Repeated k Times	longest-subsequence-repeated-k-times	Hard	"String, Backtracking, Enumeration"
2022	Convert 1D Array Into 2D Array	convert-1d-array-into-2d-array	Easy	"Array, Matrix"
1973	Count Nodes Equal to Sum of Descendants	count-nodes-equal-to-sum-of-descendants	Medium	"Binary Tree, Tree, Depth-First Search"
1998	GCD Sort of an Array	gcd-sort-of-an-array	Hard	"Array, Math, Union Find, Sort, Graph"
1995	Count Special Quadruplets	count-special-quadruplets	Easy	"Array, Enumeration"
1971	Find if Path Exists in Graph	find-if-path-exists-in-graph	Easy	"Graph, Depth-First Search, Breadth-First Search"
1984	Minimum Difference Between Highest and Lowest of K Scores	minimum-difference-between-highest-and-lowest-of-k-scores	Easy	"Sorting, Array"
1966	Binary Searchable Numbers in an Unsorted Array	binary-searchable-numbers-in-an-unsorted-array	Medium	"Array, Binary Search"
1982	Find Array Given Subset Sums	find-array-given-subset-sums	Hard	"Array, Backtracking, Bit Manipulation, Math"
1981	Minimize the Difference Between Target and Chosen Elements	minimize-the-difference-between-target-and-chosen-elements	Medium	"Array, Dynamic Programming, Matrix"
1993	Operations on Tree	operations-on-tree	Medium	"Tree, Binary Tree, Depth-First Search, Breadth-First Search"
1991	Find the Middle Index in Array	find-the-middle-index-in-array	Easy	"Array, Prefix Sum"
1962	Remove Stones to Minimize the Total	remove-stones-to-minimize-the-total	Medium	"Greedy, Math"
1961	Check If String Is a Prefix of Array	check-if-string-is-a-prefix-of-array	Easy	"String, Array"
1975	Maximum Matrix Sum	maximum-matrix-sum	Medium	"Matrix, Greedy, Math"
1953	Maximum Number of Weeks for Which You Can Work	maximum-number-of-weeks-for-which-you-can-work	Medium	"Greedy, Math"
2052	Minimum Cost to Separate Sentence Into Rows	minimum-cost-to-separate-sentence-into-rows	Medium	"Dynamic Programming, String"
1958	Check if Move is Legal	check-if-move-is-legal	Medium	"Array, Matrix, Simulation"
1924	Erect the Fence II	erect-the-fence-ii	Hard	"Geometry"
1918	Kth Smallest Subarray Sum	kth-smallest-subarray-sum	Medium	"Array, Binary Search, Heap (Priority Queue), Queue"
1936	Add Minimum Number of Rungs	add-minimum-number-of-rungs	Medium	"Greedy, Array"
1931	Painting a Grid With Three Different Colors	painting-a-grid-with-three-different-colors	Hard	"Dynamic Programming, Matrix"
1942	The Number of the Smallest Unoccupied Chair	the-number-of-the-smallest-unoccupied-chair	Medium	"Array, Simulation, Ordered Set, Heap (Priority Queue)"
1922	Count Good Numbers	count-good-numbers	Medium	"Math, Combinatorics"
1891	Cutting Ribbons	cutting-ribbons	Medium	"Binary Search, Array"
1927	Sum Game	sum-game	Medium	"Math, String, Game Theory"
2962	Count Subarrays Where Max Element Appears at Least K Times	count-subarrays-where-max-element-appears-at-least-k-times	Medium	"Array, Counting, Sliding Window"
2749	Minimum Operations to Make the Integer Zero	minimum-operations-to-make-the-integer-zero	Medium	"Math, Greedy"
2748	Number of Beautiful Pairs	number-of-beautiful-pairs	Easy	"Array, Hash Table, Counting"
2550	Count Collisions of Monkeys on a Polygon	count-collisions-of-monkeys-on-a-polygon	Medium	"Math, Geometry, Simulation"
2639	Find the Width of Columns of a Grid	find-the-width-of-columns-of-a-grid	Easy	"Binary Tree, Breadth-First Search, Depth-First Search, Tree"
2607	Make K-Subarray Sums Equal	make-k-subarray-sums-equal	Medium	"Array, Math, Dynamic Programming, Greedy"
2595	Number of Even and Odd Bits	number-of-even-and-odd-bits	Easy	"Bit Manipulation, Counting"
2519	Count the Number of K-Big Indices	count-the-number-of-k-big-indices	Hard	"Counting, Array"
2587	Rearrange Array to Maximize Prefix Score	rearrange-array-to-maximize-prefix-score	Medium	"Array, Sorting, Greedy"
2586	Count the Number of Vowel Strings in Range	count-the-number-of-vowel-strings-in-range	Easy	"String, Counting"
2543	Check if Point Is Reachable	check-if-point-is-reachable	Hard	"Array, Simulation, Graph, Breadth-First Search"
2547	Minimum Cost to Split an Array	minimum-cost-to-split-an-array	Hard	"Array, Dynamic Programming, Math, Greedy"
2502	Design Memory Allocator	design-memory-allocator	Medium	"Design, Array"
2478	Number of Beautiful Partitions	number-of-beautiful-partitions	Hard	"Array, Binary Indexed Tree, Dynamic Programming, Stack"
2461	Maximum Sum of Distinct Subarrays With Length K	maximum-sum-of-distinct-subarrays-with-length-k	Medium	"Array, Sliding Window, Hash Table"
2425	Bitwise XOR of All Pairings	bitwise-xor-of-all-pairings	Medium	"Array, Math, Bit Manipulation"
2371	Minimize Maximum Value in a Grid	minimize-maximum-value-in-a-grid	Hard	"Array, Greedy, Matrix, Simulation"
2418	Sort the People	sort-the-people	Easy	"Sorting"
2416	Sum of Prefix Scores of Strings	sum-of-prefix-scores-of-strings	Hard	"String, Prefix Sum"
2373	Largest Local Values in a Matrix	largest-local-values-in-a-matrix	Easy	"Matrix, Array, Simulation"
2282	Number of People That Can Be Seen in a Grid	number-of-people-that-can-be-seen-in-a-grid	Medium	"Array, Matrix, Simulation"
2245	Maximum Trailing Zeros in a Cornered Path	maximum-trailing-zeros-in-a-cornered-path	Medium	"Matrix, Dynamic Programming, Math"
2262	Total Appeal of A String	total-appeal-of-a-string	Hard	"String, Math, Dynamic Programming"
2261	K Divisible Elements Subarrays	k-divisible-elements-subarrays	Medium	"Array, Hash Table, Sliding Window"
2203	Minimum Weighted Subgraph With the Required Paths	minimum-weighted-subgraph-with-the-required-paths	Hard	"Graph, Shortest Path, Heap (Priority Queue)"
2183	Count Array Pairs Divisible by K	count-array-pairs-divisible-by-k	Hard	"Array, Math"
2172	Maximum AND Sum of Array	maximum-and-sum-of-array	Hard	"Array, Bit Manipulation, Dynamic Programming, Math"
2107	Number of Unique Flavors After Sharing K Candies	number-of-unique-flavors-after-sharing-k-candies	Medium	"Array, Hash Table, Math, Counting"
2087	Minimum Cost Homecoming of a Robot in a Grid	minimum-cost-homecoming-of-a-robot-in-a-grid	Medium	"Array, Matrix, Simulation"
2047	Number of Valid Words in a Sentence	number-of-valid-words-in-a-sentence	Easy	"String, Counting"
2043	Simple Bank System	simple-bank-system	Medium	"Design"
2054	Two Best Non-Overlapping Events	two-best-non-overlapping-events	Medium	"Greedy, Dynamic Programming"
2034	Stock Price Fluctuation	stock-price-fluctuation	Medium	"Data Stream, Design, Ordered Set"
2005	Subtree Removal Game with Fibonacci Tree	subtree-removal-game-with-fibonacci-tree	Hard	"Tree, Game Theory, Dynamic Programming"
2017	Grid Game	grid-game	Medium	"Array, Dynamic Programming, Matrix, Game Theory"
2024	Maximize the Confusion of an Exam	maximize-the-confusion-of-an-exam	Medium	"String, Sliding Window, Two Pointers"
1985	Find the Kth Largest Integer in the Array	find-the-kth-largest-integer-in-the-array	Medium	"Array, Sorting, Heap (Priority Queue)"
1994	The Number of Good Subsets	the-number-of-good-subsets	Hard	"Array, Math, Bit Manipulation, Dynamic Programming"
1946	Largest Number After Mutating Substring	largest-number-after-mutating-substring	Medium	"String, Greedy, Simulation"
1950	Maximum of Minimum Values in All Subarrays	maximum-of-minimum-values-in-all-subarrays	Medium	"Array, Stack, Monotonic Stack, Sliding Window"
1930	Unique Length-3 Palindromic Subsequences	unique-length-3-palindromic-subsequences	Medium	"String, Enumeration"
1902	Depth of BST Given Insertion Order	depth-of-bst-given-insertion-order	Medium	"Binary Search Tree, Array, Depth-First Search"
1921	Eliminate Maximum Number of Monsters	eliminate-maximum-number-of-monsters	Medium	"Greedy, Sorting"
1914	Cyclically Rotating a Grid	cyclically-rotating-a-grid	Medium	"Array, Matrix, Simulation"
1885	Count Pairs in Two Arrays	count-pairs-in-two-arrays	Medium	"Array, Binary Search, Two Pointers, Math"
1905	Count Sub Islands	count-sub-islands	Medium	"Graph, Depth-First Search, Matrix"
1906	Minimum Absolute Difference Queries	minimum-absolute-difference-queries	Medium	"Array, Sorting, Math"
1900	The Earliest and Latest Rounds Where Players Compete	the-earliest-and-latest-rounds-where-players-compete	Hard	"Graph, Simulation"
1912	Design Movie Rental System	design-movie-rental-system	Hard	"Design, Hash Table, Ordered Set"
1888	Minimum Number of Flips to Make the Binary String Alternating	minimum-number-of-flips-to-make-the-binary-string-alternating	Medium	"String, Bit Manipulation"
1881	Maximum Value after Insertion	maximum-value-after-insertion	Medium	"String, Greedy"
1880	Check if Word Equals Summation of Two Words	check-if-word-equals-summation-of-two-words	Easy	"String, Hash Table, Math"
1858	Longest Word With All Prefixes	longest-word-with-all-prefixes	Medium	"String, Trie, Enumeration"
1896	Minimum Cost to Change the Final Value of Expression	minimum-cost-to-change-the-final-value-of-expression	Hard	"Dynamic Programming, Greedy, Math"
1852	Distinct Numbers in Each Subarray	distinct-numbers-in-each-subarray	Medium	"Array, Sliding Window, Hash Table"
1870	Minimum Speed to Arrive on Time	minimum-speed-to-arrive-on-time	Medium	"Math, Binary Search"
1869	Longer Contiguous Segments of Ones than Zeros	longer-contiguous-segments-of-ones-than-zeros	Easy	"String, Two Pointers, Simulation"
1842	Next Palindrome Using Same Digits	next-palindrome-using-same-digits	Hard	"String, Math, Enumeration"
1865	Finding Pairs With a Certain Sum	finding-pairs-with-a-certain-sum	Medium	"Array, Hash Table, Two Pointers"
1864	Minimum Number of Swaps to Make the Binary String Alternating	minimum-number-of-swaps-to-make-the-binary-string-alternating	Medium	"String, Greedy"
2046	Sort Linked List Already Sorted Using Absolute Values	sort-linked-list-already-sorted-using-absolute-values	Medium	"Linked List, Sorting"
1876	Substrings of Size Three with Distinct Characters	substrings-of-size-three-with-distinct-characters	Easy	"String, Sliding Window, Counting"
1857	Largest Color Value in a Directed Graph	largest-color-value-in-a-directed-graph	Hard	"Graph, Topological Sort, String, Dynamic Programming"
1856	Maximum Subarray Min-Product	maximum-subarray-min-product	Medium	"Array, Dynamic Programming, Divide and Conquer"
1826	Faulty Sensor	faulty-sensor	Easy	"Array"
1850	Minimum Adjacent Swaps to Reach the Kth Smallest Number	minimum-adjacent-swaps-to-reach-the-kth-smallest-number	Medium	"String, Math, Greedy, Sorting"
1851	Minimum Interval to Include Each Query	minimum-interval-to-include-each-query	Hard	"Sorting, Binary Search, Greedy"
1837	Sum of Digits in Base K	sum-of-digits-in-base-k	Easy	"Math"
1835	Find XOR Sum of All Pairs Bitwise AND	find-xor-sum-of-all-pairs-bitwise-and	Hard	"Bit Manipulation, Math"
1844	Replace All Digits with Characters	replace-all-digits-with-characters	Easy	"String"
1824	Minimum Sideway Jumps	minimum-sideway-jumps	Medium	"Dynamic Programming, Greedy"
1822	Sign of the Product of an Array	sign-of-the-product-of-an-array	Easy	"Array, Math"
1817	Finding the Users Active Minutes	finding-the-users-active-minutes	Medium	"Hash Table"
1816	Truncate Sentence	truncate-sentence	Easy	"String, Simulation"
1828	Queries on Number of Points Inside a Circle	queries-on-number-of-points-inside-a-circle	Medium	"Geometry"
1807	Evaluate the Bracket Pairs of a String	evaluate-the-bracket-pairs-of-a-string	Medium	"String, Stack, Simulation"
1805	Number of Different Integers in a String	number-of-different-integers-in-a-string	Easy	"String, Hash Table"
1778	Shortest Path in a Hidden Grid	shortest-path-in-a-hidden-grid	Medium	"Breadth-First Search, Graph, Interactive, Shortest Path"
1798	Maximum Number of Consecutive Values You Can Make	maximum-number-of-consecutive-values-you-can-make	Medium	"Greedy, Math"
1802	Maximum Value at a Given Index in a Bounded Array	maximum-value-at-a-given-index-in-a-bounded-array	Medium	"Array, Math, Binary Search"
1801	Number of Orders in the Backlog	number-of-orders-in-the-backlog	Medium	"Heap (Priority Queue), Greedy, Simulation"
1800	Maximum Ascending Subarray Sum	maximum-ascending-subarray-sum	Easy	"Array, Two Pointers, Simulation"
1814	Count Nice Pairs in an Array	count-nice-pairs-in-an-array	Medium	"Array, Math, Hash Table, Counting"
1815	Maximum Number of Groups Getting Fresh Donuts	maximum-number-of-groups-getting-fresh-donuts	Hard	"Greedy, Math"
1812	Determine Color of a Chessboard Square	determine-color-of-a-chessboard-square	Easy	"Simulation"
1772	Sort Features by Popularity	sort-features-by-popularity	Medium	"Sorting, Array, Hash Table"
1793	Maximum Score of a Good Subarray	maximum-score-of-a-good-subarray	Hard	"Array, Two Pointers, Greedy"
1787	Make the XOR of All Segments Equal to Zero	make-the-xor-of-all-segments-equal-to-zero	Hard	"Array, Bit Manipulation"
1785	Minimum Elements to Add to Form a Given Sum	minimum-elements-to-add-to-form-a-given-sum	Medium	"Greedy, Dynamic Programming, Math"
1797	Design Authentication Manager	design-authentication-manager	Medium	"Design"
1796	Second Largest Digit in a String	second-largest-digit-in-a-string	Easy	"String, Sorting"
1756	Design Most Recently Used Queue	design-most-recently-used-queue	Medium	"Design, Queue"
1775	Equal Sum Arrays With Minimum Number of Operations	equal-sum-arrays-with-minimum-number-of-operations	Medium	"Array, Math, Greedy"
1746	Maximum Subarray Sum After One Operation	maximum-subarray-sum-after-one-operation	Medium	"Array, Dynamic Programming"
1782	Count Pairs Of Nodes	count-pairs-of-nodes	Hard	"Graph, Hash Table"
1781	Sum of Beauty of All Substrings	sum-of-beauty-of-all-substrings	Medium	"String, Enumeration"
1780	Check if Number is a Sum of Powers of Three	check-if-number-is-a-sum-of-powers-of-three	Medium	"Math, Recursion, Bit Manipulation"
1761	Minimum Degree of a Connected Trio in a Graph	minimum-degree-of-a-connected-trio-in-a-graph	Hard	"Graph, Counting"
1759	Count Number of Homogenous Substrings	count-number-of-homogenous-substrings	Medium	"String, Dynamic Programming, Math"
